qty_dot_url,qty_hyphen_url,length_url,qty_at_url,phishing
2,0,20,0,0
2,0,30,0,1
1,0,10,0,0
3,0,49,0,1
2,0,20,0,1
1,0,12,0,0
3,0,51,0,1
2,0,14,0,0
2,0,52,0,1
2,0,17,0,0
2,0,20,0,0
3,0,19,0,0
3,0,33,0,0
1,0,21,0,0
1,0,6,0,0
1,0,20,0,0
2,0,15,0,0
4,0,80,0,1
2,0,26,0,0
1,0,21,0,0
1,0,30,0,1
2,0,20,0,0
3,0,20,0,0
3,0,26,0,0
2,0,20,0,0
2,0,29,0,1
2,0,48,0,1
2,0,16,0,0
2,0,28,0,0
2,0,29,0,0
2,1,23,0,0
6,0,116,0,1
1,0,23,0,0
2,0,23,0,0
2,1,239,0,1
3,0,50,0,1
2,0,17,0,0
2,0,15,0,0
2,4,41,0,1
3,0,17,0,0
4,0,90,0,1
1,2,67,0,1
2,0,12,0,0
2,0,40,0,1
2,0,14,0,0
1,0,50,0,1
2,0,21,0,0
2,3,119,0,1
1,1,70,0,1
2,0,15,0,0
2,0,21,0,0
2,1,63,0,1
2,0,26,0,0
4,0,50,0,1
2,0,25,0,1
3,0,21,0,0
1,0,18,0,0
1,0,11,0,0
2,0,45,0,1
2,0,18,0,0
4,0,20,0,0
2,0,13,0,0
1,0,37,0,1
3,0,24,0,0
3,0,17,0,0
2,0,19,0,0
1,0,12,0,0
3,4,89,0,1
2,0,23,0,0
2,1,24,0,0
2,0,21,0,0
2,0,47,0,1
2,1,35,0,1
1,0,15,0,0
2,0,14,0,0
2,0,19,0,0
2,0,38,0,1
2,0,18,0,0
4,0,19,0,0
2,0,50,0,1
1,0,17,0,0
2,0,30,0,1
1,0,24,0,1
2,0,25,0,1
1,0,16,0,1
1,2,24,0,1
3,0,34,0,1
1,1,47,0,1
2,0,25,0,0
3,0,17,0,0
2,3,49,0,0
2,0,101,0,0
2,0,15,0,0
1,0,10,0,0
3,1,26,0,0
6,3,110,1,1
2,0,62,1,1
1,2,37,0,1
2,0,13,0,0
2,0,37,0,1
2,0,61,0,1
1,0,9,0,0
1,0,24,0,1
2,1,118,0,1
4,0,40,0,1
2,0,46,0,0
3,0,24,0,0
2,0,17,0,0
1,0,13,0,1
2,4,439,0,1
1,3,41,0,1
2,0,28,0,1
2,0,17,0,0
3,10,101,0,0
2,1,87,0,1
3,1,93,0,1
2,0,53,0,0
1,0,12,0,0
1,0,11,0,0
2,0,28,0,0
1,0,10,0,0
1,4,87,0,1
1,0,41,0,0
5,0,94,0,1
2,0,42,0,1
3,2,40,0,0
3,0,28,0,1
3,1,59,1,1
2,0,39,0,1
2,1,52,0,1
1,0,20,0,0
3,0,30,0,0
2,0,20,0,0
2,0,49,0,1
2,0,45,0,0
1,1,49,0,1
2,0,44,0,1
2,0,17,0,0
2,1,23,0,0
3,0,24,0,0
4,0,23,0,0
3,0,16,0,0
5,1,57,1,1
1,0,23,0,0
3,1,30,0,0
1,0,145,0,1
2,0,24,0,0
2,0,56,0,1
2,0,38,0,1
3,1,72,1,1
1,0,17,0,0
2,1,15,0,1
2,1,24,0,0
2,0,30,0,1
24,0,489,0,1
3,0,56,0,1
3,0,18,0,0
1,0,21,0,0
2,0,82,0,1
3,0,51,0,1
1,0,8,0,0
1,0,18,0,0
3,1,94,0,1
2,0,15,0,0
2,0,25,0,1
2,0,73,0,1
1,0,19,0,1
2,0,38,0,0
9,2,200,0,1
2,1,37,0,1
2,4,59,0,1
3,0,26,0,0
2,0,25,0,1
2,0,34,0,0
1,0,30,0,1
4,0,21,0,0
5,0,56,0,0
1,0,13,0,0
3,11,126,0,0
3,0,15,0,0
2,1,88,0,1
2,0,16,0,0
3,0,18,0,0
3,1,55,0,1
1,3,19,0,1
2,0,21,0,0
1,0,14,0,1
2,0,203,0,1
1,0,13,0,1
2,0,27,0,0
3,0,35,0,1
1,1,198,0,1
2,0,21,0,0
1,0,15,0,1
2,1,22,0,0
2,0,20,0,1
2,0,20,0,0
1,1,43,0,1
2,0,28,0,1
3,0,14,0,0
1,0,12,0,0
2,0,26,0,0
3,0,29,0,1
2,0,22,0,0
1,0,30,0,1
2,1,42,0,1
2,0,42,0,1
2,0,15,0,0
2,1,29,0,1
2,0,15,0,0
2,0,13,0,0
4,0,40,0,1
2,0,15,0,0
2,1,25,0,0
2,0,29,0,0
3,1,33,0,1
5,4,186,0,1
3,0,62,0,1
7,9,171,0,1
1,0,27,0,0
2,0,13,0,0
3,1,28,0,0
1,0,13,0,0
1,0,66,0,1
2,0,14,0,0
1,0,17,0,0
2,1,44,0,1
1,0,23,0,1
3,1,25,0,0
1,0,27,0,1
2,0,69,0,1
1,0,29,0,1
1,2,108,0,1
2,2,54,0,0
3,0,28,0,1
3,0,18,0,0
2,0,66,0,1
1,0,17,0,1
1,2,78,0,1
2,0,78,0,1
2,0,31,0,1
2,0,26,0,1
2,1,64,0,1
2,0,45,0,1
2,0,35,0,1
4,0,52,0,0
1,0,16,0,1
3,2,73,1,1
1,1,32,0,1
3,0,33,0,0
5,0,61,0,1
3,0,19,0,0
2,0,17,0,0
2,0,16,0,0
1,1,16,0,0
1,0,28,0,1
1,0,9,0,0
3,1,78,1,1
3,0,25,0,0
1,0,67,0,1
2,0,13,0,0
2,1,14,0,0
4,0,25,0,0
2,4,45,0,0
1,0,11,0,1
1,1,201,0,1
2,0,18,0,0
3,0,35,0,1
2,1,21,0,0
2,0,74,0,0
2,0,49,0,1
2,1,13,0,0
2,0,100,0,1
2,0,28,0,0
4,0,30,0,0
1,1,20,0,0
2,3,34,0,1
1,0,50,0,1
2,0,43,0,1
7,3,89,1,1
3,0,14,0,0
3,0,24,0,0
2,0,19,0,0
3,0,30,0,1
1,0,21,0,1
4,0,84,0,1
1,0,13,0,0
2,0,41,0,1
1,1,33,0,0
2,1,19,0,0
2,0,207,0,1
2,0,21,0,0
2,0,45,0,1
6,1,90,1,1
2,1,48,0,1
1,0,32,0,1
2,0,20,0,1
3,1,61,0,1
4,0,65,0,1
2,0,26,0,0
2,0,46,0,0
2,0,17,0,0
1,0,15,0,0
3,0,40,0,0
3,7,171,0,1
2,0,16,0,0
2,0,16,0,0
3,1,103,1,1
1,0,14,0,1
2,0,15,0,0
2,1,34,0,0
2,0,20,0,1
3,0,62,0,1
1,0,9,0,0
1,0,20,0,1
8,4,245,0,1
3,2,67,1,1
2,0,16,0,0
2,0,18,0,0
2,1,30,0,1
1,0,17,0,1
2,0,24,0,1
3,7,265,0,1
1,0,29,0,1
3,1,17,0,0
1,1,42,0,1
1,0,11,0,0
2,0,15,0,0
1,2,43,0,1
2,0,42,0,1
2,0,13,0,0
1,0,27,0,1
2,0,15,0,0
3,0,44,0,1
1,1,21,0,1
2,0,10,0,0
3,0,100,0,1
2,0,18,0,0
1,0,49,0,1
1,0,24,0,1
2,0,24,0,0
1,0,16,0,0
1,0,35,0,1
2,1,53,0,1
1,0,65,0,1
2,0,19,0,0
1,2,76,0,1
2,0,16,0,0
2,2,56,0,1
1,0,57,0,1
3,0,54,0,1
3,3,55,0,1
2,0,30,0,1
2,1,19,0,0
2,0,17,0,0
1,0,33,0,1
2,0,17,0,0
2,0,15,0,0
4,2,102,1,1
3,0,48,0,1
2,0,45,0,1
2,0,17,0,0
2,1,23,0,0
3,1,59,0,1
2,0,33,0,1
2,0,28,0,0
2,0,24,0,0
2,0,21,0,0
1,1,52,0,1
7,0,175,0,1
2,0,20,0,0
4,0,78,1,1
1,1,63,0,1
1,0,12,0,0
2,0,39,0,0
2,0,24,0,1
2,0,27,0,1
2,0,26,0,0
2,0,28,0,1
2,0,16,0,0
2,0,30,0,1
4,0,221,0,1
1,0,15,0,0
1,13,110,0,0
2,1,14,0,0
2,0,14,0,0
2,1,21,0,0
2,1,19,0,0
7,0,162,0,1
2,0,66,0,1
2,0,14,0,0
2,0,49,0,1
3,0,92,0,1
2,0,134,0,1
2,1,62,0,1
1,0,56,0,1
4,0,31,0,0
7,2,192,0,1
3,1,112,1,1
1,0,10,0,0
2,0,27,0,1
4,2,68,0,1
3,0,75,0,1
2,1,34,0,1
2,2,21,0,0
3,1,17,0,0
1,0,24,0,0
2,3,35,0,0
4,0,22,0,0
2,1,25,0,1
4,2,110,0,1
2,0,25,0,0
2,1,21,0,1
2,0,21,0,1
2,0,15,0,0
2,0,23,0,0
2,0,29,0,0
2,0,20,0,0
2,0,13,0,0
1,0,16,0,1
3,0,72,1,1
1,1,14,0,1
2,4,57,0,0
1,1,29,0,1
1,0,10,0,0
2,0,38,0,1
2,0,109,0,1
2,0,26,0,1
2,0,52,0,1
2,0,27,0,1
1,0,15,0,0
2,0,19,0,0
2,0,206,0,1
4,1,136,1,1
4,0,19,0,0
4,1,72,1,1
2,0,17,0,0
2,0,14,0,0
4,0,68,0,1
2,1,55,0,1
1,0,27,0,1
2,0,19,0,0
1,0,69,0,1
2,0,16,0,0
2,0,11,0,0
15,1,281,1,1
2,0,34,0,1
1,1,47,0,1
1,0,18,0,0
2,0,41,0,1
2,0,149,0,1
2,0,39,0,1
4,0,36,0,1
2,0,89,0,0
5,0,67,1,1
4,0,65,0,1
3,2,154,0,1
2,0,18,0,0
2,0,57,0,1
8,4,83,0,1
1,0,12,0,1
2,0,20,0,0
2,0,36,0,1
2,0,36,0,1
1,2,15,0,0
1,0,15,0,0
3,0,42,0,1
2,0,15,0,0
1,0,31,0,1
2,0,18,0,0
2,0,25,0,0
3,0,14,0,0
2,0,26,0,0
2,0,35,0,0
4,0,45,0,1
2,1,16,0,0
1,1,74,0,1
2,0,17,0,0
3,0,21,0,0
1,0,25,0,1
2,0,43,0,1
2,0,18,0,0
3,2,57,0,1
2,1,124,0,1
2,0,61,0,1
2,0,26,0,1
1,0,13,0,0
6,3,94,1,1
2,1,59,0,1
2,0,31,0,0
2,0,17,0,0
2,3,65,0,1
1,6,75,0,0
2,0,16,0,0
4,3,65,0,0
2,0,13,0,0
1,0,16,0,0
3,0,44,0,1
4,1,43,0,1
2,1,26,0,1
2,0,42,0,1
2,0,22,0,1
2,0,33,0,1
2,0,37,0,1
7,0,307,0,1
1,1,96,0,1
2,0,17,0,0
2,0,46,0,0
2,2,96,0,1
2,0,19,0,0
2,0,19,0,0
2,0,120,0,0
2,0,22,0,0
2,0,31,0,0
2,1,67,0,1
2,0,113,0,1
2,0,18,0,0
1,0,6,0,0
2,0,16,0,0
4,0,41,0,1
2,0,149,0,1
2,0,43,0,1
2,0,16,0,0
2,0,49,0,1
2,0,30,0,1
2,0,201,2,1
2,0,19,0,0
4,0,115,0,1
2,0,14,0,0
1,0,27,0,1
2,0,20,0,0
2,0,20,0,0
2,1,26,0,1
3,1,125,0,1
2,0,20,0,0
2,0,20,0,0
4,2,133,0,1
3,0,21,0,0
2,0,20,0,1
2,0,22,0,0
4,0,21,0,0
2,0,46,0,0
2,1,67,0,1
1,0,17,0,0
1,0,36,0,1
1,0,20,0,1
2,0,25,0,0
2,0,28,0,1
1,0,18,0,0
2,0,24,0,0
1,0,11,0,0
2,0,47,0,1
1,2,23,0,1
2,0,42,0,1
1,0,11,0,0
2,0,19,0,0
1,0,11,0,0
2,0,14,0,0
2,2,40,0,0
2,0,26,0,1
2,0,25,0,1
2,0,12,0,0
2,0,11,0,0
1,12,78,0,1
3,1,228,0,1
3,1,85,0,1
3,0,62,0,1
2,1,89,0,1
2,0,14,0,0
2,0,26,0,1
1,1,21,0,1
1,0,11,0,0
2,0,20,0,0
4,0,48,0,0
2,0,15,0,0
1,0,51,0,1
2,0,28,0,1
3,1,26,0,0
1,1,61,0,1
3,0,61,0,1
6,0,145,0,1
4,0,178,0,1
1,0,16,0,0
4,0,18,0,0
3,4,169,0,1
2,1,85,0,1
1,0,20,0,1
3,5,279,0,1
2,1,26,0,1
2,0,17,0,0
1,0,16,0,0
4,2,65,0,1
2,0,20,0,1
1,0,14,0,0
1,0,17,0,0
3,2,147,1,1
1,0,14,0,0
2,0,34,0,1
2,1,70,0,1
2,0,93,0,0
2,0,12,0,0
2,0,16,0,0
4,1,80,0,1
2,0,46,0,0
4,1,42,0,0
1,0,35,0,1
2,0,47,1,1
4,0,84,1,1
1,0,20,0,1
2,0,59,0,1
2,1,41,0,1
3,1,55,0,1
1,0,16,0,1
3,0,44,0,1
2,0,16,0,1
3,1,50,0,1
4,0,21,0,0
2,0,20,0,1
1,0,20,0,0
2,0,43,0,1
2,1,82,0,1
2,0,18,0,0
2,0,46,0,1
3,0,62,0,1
1,0,11,0,0
1,0,10,0,1
3,0,18,0,0
2,0,17,0,0
1,1,22,0,1
1,0,14,0,0
1,0,11,0,1
2,1,43,0,1
3,1,69,0,1
3,2,35,0,0
2,0,35,0,0
2,0,41,0,1
2,0,17,0,0
2,0,69,0,1
2,0,16,0,0
2,0,27,0,1
1,4,52,0,1
2,0,17,0,0
2,0,16,0,0
5,0,35,0,1
2,0,27,0,0
4,0,20,0,0
4,0,59,0,1
5,1,75,0,1
1,0,15,0,1
2,1,24,0,0
1,0,9,0,0
1,1,33,0,1
1,0,23,0,1
3,0,80,0,1
2,1,43,0,1
3,0,14,0,1
2,0,14,0,0
2,1,15,0,0
1,0,21,0,1
3,0,39,0,1
2,0,68,7,1
2,0,9,0,0
1,0,10,0,0
2,1,23,0,0
3,0,43,0,1
2,0,13,0,0
2,0,20,0,0
2,0,14,0,0
1,1,18,0,1
3,1,66,1,1
1,0,7,0,0
1,0,51,0,1
2,0,58,0,1
4,0,55,0,1
2,1,32,0,1
1,1,24,0,1
2,0,34,0,1
4,0,24,0,0
2,0,46,0,1
2,0,34,0,1
2,0,34,0,1
1,0,16,0,1
3,0,55,0,1
1,1,30,0,1
5,1,81,0,1
2,0,22,0,0
2,2,35,0,1
2,0,31,0,0
3,0,41,0,0
2,0,30,0,1
2,0,23,0,0
2,0,61,0,1
2,0,10,0,0
4,0,74,0,1
2,1,61,0,1
2,5,69,0,1
2,3,147,0,1
1,9,98,0,0
2,0,24,0,0
1,1,14,0,0
2,0,199,0,1
1,0,22,0,1
4,0,28,0,0
1,1,13,0,1
1,0,31,0,1
3,0,79,0,1
3,0,32,0,1
2,0,17,0,0
3,0,242,0,1
2,0,35,0,1
1,0,12,0,0
2,6,89,0,0
3,0,22,0,0
2,0,19,0,1
4,0,31,0,0
2,0,23,0,0
2,0,15,0,0
3,0,23,0,0
1,1,43,0,1
2,0,49,0,1
4,0,46,0,1
2,0,18,0,0
3,0,75,0,1
1,0,23,0,0
5,0,62,1,1
2,2,142,0,1
17,2,274,1,1
1,0,26,0,0
2,1,26,0,1
2,1,42,1,1
1,0,30,0,1
1,2,80,0,1
3,0,25,0,0
2,0,16,0,0
2,0,14,0,0
2,0,37,0,1
2,0,27,0,1
1,0,12,0,0
2,0,37,0,1
2,3,78,0,0
2,0,113,0,1
2,1,27,0,1
2,7,330,0,1
2,0,29,0,0
1,0,15,0,0
5,1,102,1,1
2,0,23,0,0
4,0,23,0,0
2,2,43,0,0
2,0,23,0,1
4,0,37,0,1
2,0,24,0,0
3,0,26,0,0
2,0,37,0,1
1,0,35,0,1
3,0,21,0,0
2,0,52,0,0
4,0,21,0,0
2,0,229,0,1
1,0,83,0,1
2,0,25,0,1
2,1,16,0,1
4,0,22,0,0
2,0,27,0,0
2,0,229,0,1
2,0,39,0,1
1,0,12,0,0
1,1,16,0,1
2,0,48,0,1
1,0,16,0,1
1,0,10,0,0
1,1,33,0,1
2,1,33,0,1
2,0,14,0,0
1,0,42,0,1
2,0,10,0,0
2,0,15,0,0
3,0,242,0,1
1,0,22,0,0
2,0,12,0,0
3,0,129,0,1
2,1,17,0,0
2,0,16,0,1
3,0,23,0,0
2,0,51,0,1
2,0,19,0,0
2,0,79,0,0
1,2,26,0,1
4,0,53,1,1
5,0,57,0,0
4,1,52,0,1
2,1,50,0,1
2,1,35,0,1
2,0,15,0,0
1,1,19,0,0
3,0,81,0,1
3,0,71,0,1
1,0,16,0,1
3,0,22,0,0
1,0,15,0,0
3,0,54,0,1
5,1,79,0,1
3,0,49,0,1
4,0,31,0,0
1,2,45,0,1
1,0,49,0,1
3,0,27,0,1
2,2,91,0,1
3,0,31,0,0
2,0,17,0,0
2,0,13,0,0
3,0,17,0,0
2,0,14,0,0
2,0,14,0,0
2,0,21,0,0
1,0,15,0,1
2,0,25,0,1
3,0,91,0,1
2,2,75,0,1
2,0,16,0,0
1,1,29,0,1
3,2,105,0,1
2,1,51,0,1
1,1,70,0,1
4,3,107,0,1
3,0,30,0,0
2,0,16,0,0
2,0,24,0,0
2,0,16,0,0
1,0,75,0,1
3,0,28,0,0
1,0,17,0,0
2,0,14,0,0
1,0,67,0,1
1,0,40,0,1
2,0,17,0,0
3,0,18,0,0
1,1,56,0,1
1,1,15,0,0
2,0,19,0,0
2,0,12,0,0
2,0,14,0,0
2,4,72,0,0
2,0,17,0,0
1,0,13,0,1
2,0,21,0,0
2,0,14,0,0
2,0,19,0,0
3,0,29,0,0
2,0,16,0,0
3,0,48,0,1
1,0,17,0,0
1,0,15,0,0
3,0,30,0,0
2,0,14,0,0
2,0,32,0,0
3,1,17,0,0
2,0,45,0,0
4,2,42,0,1
2,0,37,0,1
2,0,36,0,1
2,0,18,0,0
1,0,16,0,0
3,0,29,0,1
2,4,45,0,1
2,0,12,0,0
1,0,62,0,1
3,0,72,0,1
1,0,67,0,1
5,1,99,0,1
1,0,22,0,1
3,0,44,0,1
2,1,23,0,0
2,0,13,0,0
2,0,36,0,1
2,0,22,0,1
1,0,14,0,1
1,0,13,0,0
2,0,19,0,0
4,0,21,0,0
2,0,19,0,0
1,0,77,0,1
2,0,14,0,0
3,1,56,0,1
2,1,49,0,1
1,0,23,0,1
1,0,15,0,1
2,0,9,0,0
2,0,14,0,1
2,0,10,0,0
2,0,11,0,0
2,0,17,0,1
1,0,20,0,0
2,0,60,0,1
2,1,41,0,1
2,0,26,0,0
2,0,71,0,1
4,0,62,1,1
2,8,556,0,1
3,2,102,0,1
1,0,12,0,0
1,0,17,0,1
2,0,14,0,0
2,1,22,0,0
2,0,30,0,0
2,0,18,0,0
2,0,17,0,0
2,0,22,0,0
1,0,21,0,1
3,0,35,0,0
2,0,19,0,0
1,1,17,0,0
2,1,18,0,0
2,3,70,0,1
2,0,13,0,0
1,0,34,0,1
4,0,33,0,1
2,0,51,0,1
2,1,19,0,0
2,1,23,0,1
2,0,20,0,0
2,0,21,0,0
3,0,14,0,0
1,1,19,0,0
2,0,16,0,0
1,0,21,0,1
4,6,55,0,0
2,0,20,0,0
3,0,56,0,1
2,0,47,0,0
3,1,58,1,1
2,0,14,0,0
3,0,77,0,1
2,0,19,0,0
1,0,9,0,0
2,0,46,0,0
2,0,34,0,1
1,0,10,0,0
1,0,14,0,0
6,0,144,0,1
3,0,58,0,1
1,0,22,0,0
2,0,46,0,1
2,0,83,0,1
2,0,16,0,0
2,0,30,0,1
2,0,30,0,1
4,0,38,0,0
2,1,34,0,1
2,0,15,0,0
1,0,50,0,1
1,0,19,0,1
1,0,30,0,1
1,1,28,0,1
1,0,11,0,0
2,0,34,0,1
2,1,37,0,1
2,0,53,0,1
2,0,19,0,0
1,0,26,0,0
2,0,18,0,0
2,0,24,0,0
1,0,10,0,0
3,2,115,0,1
2,0,25,0,0
1,0,18,0,0
2,1,46,0,1
3,1,25,0,0
2,0,15,0,0
1,0,9,0,0
3,0,16,0,0
1,0,6,0,0
2,0,51,0,1
2,2,95,0,1
2,0,49,0,1
2,0,22,0,0
2,0,15,0,0
1,0,13,0,0
2,0,21,0,0
1,0,11,0,1
2,1,53,0,1
2,0,42,0,1
3,0,33,0,0
2,0,15,0,0
2,1,18,0,0
2,0,22,0,0
15,2,269,0,1
2,0,62,0,1
2,0,24,0,0
2,0,20,0,0
2,0,21,0,0
1,5,60,0,0
4,0,116,0,1
3,0,53,0,1
2,0,18,0,0
1,0,12,0,0
3,1,36,0,0
2,0,20,0,1
1,0,18,0,1
1,0,13,0,0
1,0,13,0,1
2,0,25,0,1
2,0,73,0,1
2,0,19,0,0
2,0,14,0,0
3,0,35,0,1
1,0,13,0,1
1,0,15,0,1
2,0,64,0,1
1,0,12,0,0
2,0,21,0,0
3,0,27,0,1
3,0,26,0,1
5,0,35,0,0
1,0,11,0,0
4,7,61,0,1
2,1,55,0,1
2,0,24,0,0
2,0,18,0,0
2,1,65,0,1
2,0,25,0,0
4,0,43,0,1
2,0,31,0,1
4,0,35,0,0
2,0,17,0,0
1,3,39,0,1
2,0,80,0,1
3,1,58,0,1
2,0,20,0,0
3,1,68,0,1
1,0,40,0,1
2,0,19,0,0
2,0,46,0,1
2,0,70,0,1
1,0,39,0,1
2,0,20,0,0
3,2,64,0,0
4,0,30,0,0
16,5,126,0,1
2,0,14,0,0
1,1,45,0,1
3,1,42,0,0
2,0,36,0,1
2,0,38,0,1
3,0,19,0,0
3,1,35,0,1
4,1,77,0,1
1,0,10,0,0
2,0,15,0,0
2,0,16,0,0
3,0,49,0,0
2,0,15,0,0
2,0,48,0,1
2,0,65,0,0
2,0,43,0,1
3,0,28,0,0
2,0,16,0,0
3,0,61,0,1
2,0,51,0,1
2,0,25,0,1
3,0,39,0,1
2,0,18,0,0
4,0,40,0,0
1,2,43,0,1
2,0,49,0,1
1,0,20,0,0
4,0,20,0,0
1,0,19,0,1
1,0,12,0,0
14,0,268,1,1
2,0,9,0,0
2,0,21,0,0
2,0,15,0,0
2,0,34,0,1
2,0,221,0,1
3,2,59,0,1
4,0,28,0,0
2,0,14,0,0
2,1,56,0,1
2,4,66,0,0
2,1,136,0,1
2,0,18,0,0
2,2,64,0,1
1,0,50,0,1
2,0,13,0,0
2,0,50,0,1
1,0,11,0,0
2,0,15,0,0
2,0,46,0,1
1,0,17,0,1
3,0,242,0,1
2,0,34,0,1
3,0,29,0,0
1,0,10,0,0
2,0,69,0,1
3,0,19,0,0
2,0,17,0,0
1,0,15,0,1
2,0,27,0,1
2,0,18,0,0
2,0,42,0,0
1,0,12,0,1
3,0,203,0,1
2,0,23,0,1
2,0,10,0,1
2,0,24,0,0
2,1,67,0,1
2,0,19,0,0
1,0,13,0,0
3,0,55,0,1
2,0,17,0,0
2,0,21,0,0
3,0,57,0,1
2,1,17,0,0
2,0,16,0,0
4,0,88,0,1
1,0,84,0,1
2,0,13,0,0
2,0,31,0,1
2,0,21,0,1
4,0,22,0,0
1,1,31,0,1
2,3,45,0,0
5,6,288,1,1
3,1,34,0,1
2,0,24,0,1
4,0,33,0,0
2,1,30,0,1
3,0,46,0,1
2,0,21,0,1
1,1,25,0,1
2,0,20,0,0
2,0,16,0,0
2,0,14,0,0
2,2,58,0,1
2,0,24,0,1
2,0,57,0,1
1,0,41,0,1
3,3,102,0,1
10,2,441,0,1
4,0,41,0,1
1,1,23,0,1
2,1,42,0,1
2,2,27,0,1
2,0,18,0,0
2,0,116,0,1
2,0,20,0,0
1,0,20,0,1
1,0,46,0,1
4,0,27,0,0
2,0,24,0,0
1,0,25,0,1
2,2,101,0,1
2,0,14,0,0
2,0,33,0,1
2,1,64,0,1
1,0,17,0,1
3,0,16,0,0
2,0,30,0,1
2,0,19,0,0
3,4,87,0,1
3,0,30,0,0
2,0,66,0,1
2,0,38,0,1
2,0,32,0,1
1,5,55,0,1
2,0,35,0,1
2,0,22,0,0
15,0,234,0,1
1,0,10,0,0
8,0,143,0,1
3,0,16,0,0
2,0,35,0,1
2,0,25,0,0
1,0,32,0,1
2,0,73,0,0
4,0,64,0,0
5,3,53,0,1
3,0,14,0,0
2,0,51,0,1
2,0,35,0,0
2,0,9,0,0
1,1,66,0,1
2,0,22,0,0
1,0,115,0,1
2,0,18,0,0
3,0,117,0,0
1,0,20,0,0
2,0,17,0,0
1,0,11,0,0
3,0,23,0,0
2,0,40,0,1
1,0,20,0,0
4,2,250,0,1
2,0,15,0,0
2,0,16,0,0
1,0,54,0,1
1,0,65,0,1
1,0,26,0,1
3,0,34,0,0
2,4,115,0,1
3,0,14,0,0
2,0,29,0,0
2,0,13,0,0
1,0,15,0,1
2,0,18,0,0
2,0,18,0,0
2,0,33,1,1
2,0,229,0,1
4,0,20,0,0
2,0,22,0,1
2,0,39,0,1
9,3,250,0,1
2,0,22,0,0
2,0,30,0,1
4,1,25,0,0
1,0,15,0,0
2,2,38,0,1
2,3,92,0,1
4,0,38,0,0
1,0,20,0,1
2,0,30,0,0
2,0,15,0,0
2,0,13,0,0
2,0,18,0,0
2,0,21,0,0
3,0,217,0,1
2,2,240,0,1
2,1,18,0,0
3,0,66,0,0
3,0,60,0,1
2,0,9,0,0
2,0,20,0,0
2,0,120,0,1
2,0,72,0,1
2,0,21,0,1
2,1,123,0,1
2,0,17,0,0
4,0,24,0,0
2,0,38,0,0
2,0,41,0,1
1,1,66,0,1
2,0,21,0,1
1,0,46,0,1
6,0,103,0,1
2,2,58,0,1
1,0,30,0,1
2,1,38,0,1
1,0,11,0,1
1,0,15,0,0
1,0,29,0,1
3,0,61,1,1
2,0,25,0,0
1,0,10,0,0
1,1,58,0,1
2,1,18,0,1
4,0,55,0,1
3,0,32,0,1
1,0,15,0,0
1,0,12,0,0
4,0,35,0,1
14,0,218,0,1
4,4,111,0,1
2,0,14,0,0
1,1,24,0,1
1,0,17,0,1
2,0,27,0,0
2,0,17,0,0
4,1,64,0,1
1,0,17,0,1
2,1,25,0,0
3,2,33,0,1
1,0,10,0,1
2,1,35,0,1
1,0,18,0,1
2,4,41,0,1
1,0,15,0,1
2,0,45,0,0
2,0,84,0,1
2,0,31,0,0
2,0,42,0,1
2,1,18,0,0
1,0,30,0,1
2,0,16,0,0
4,1,85,1,1
4,0,30,0,0
2,0,16,0,0
2,0,37,0,0
2,0,71,0,1
4,0,29,0,0
2,0,29,0,1
5,1,105,1,1
2,0,29,0,1
3,2,102,0,0
2,0,33,0,0
2,0,51,0,1
2,3,61,0,1
2,0,23,0,1
2,0,23,0,0
2,0,19,0,0
1,1,16,0,1
1,1,16,0,0
2,0,66,0,1
1,0,19,0,1
3,0,46,0,0
3,1,48,0,1
4,0,29,0,0
2,0,23,0,0
2,0,30,0,1
3,0,14,0,0
2,1,36,0,1
3,0,44,0,1
2,0,77,0,1
3,0,21,0,1
2,0,22,0,1
1,2,60,0,1
2,1,44,0,0
2,0,15,0,0
2,0,17,0,0
5,1,64,0,1
2,0,15,0,0
1,0,17,0,1
2,0,17,0,0
3,0,18,0,0
1,3,47,0,1
1,0,18,0,0
2,0,20,0,0
2,1,60,0,1
3,0,19,0,0
2,0,50,0,0
2,0,54,0,1
4,0,33,0,0
2,0,19,0,1
2,0,23,0,0
2,0,24,0,0
2,0,22,0,0
2,1,51,0,1
2,0,24,0,0
2,0,19,0,0
1,0,25,0,1
4,0,34,0,1
4,0,99,0,1
2,0,48,0,1
2,15,141,0,0
1,1,17,0,0
3,0,17,0,0
2,0,42,0,1
2,0,40,0,1
2,0,18,0,0
1,0,10,0,0
2,1,48,0,1
2,4,58,0,1
4,2,105,0,1
2,1,38,0,1
1,0,28,0,1
1,0,12,0,1
3,0,35,0,1
1,1,50,0,1
2,0,39,0,1
2,0,20,0,0
3,0,33,0,1
1,0,12,0,0
2,0,44,0,1
2,1,22,0,1
1,1,112,0,1
3,0,43,0,1
3,0,73,0,1
1,0,10,0,1
2,2,66,0,0
3,1,28,0,0
2,0,26,0,0
2,0,19,0,0
1,1,14,0,0
1,0,20,0,1
2,2,20,0,0
1,0,11,0,0
2,0,46,0,0
2,0,24,0,0
1,1,50,0,1
2,1,19,0,1
2,2,70,0,1
1,0,10,0,0
2,0,27,0,0
2,1,16,0,0
1,0,60,0,1
3,0,43,0,1
1,0,62,0,1
4,0,21,0,0
2,0,18,0,0
2,0,149,0,1
2,0,36,0,1
3,5,75,0,1
2,0,238,0,1
2,0,14,0,0
1,0,67,0,1
1,2,27,0,1
